generator,image_id,label,score
sd_1_5,5123000955,0,0.28378137946128845
sd_1_5,5123000955,1,0.7846492528915405
sd_1_5,2517489722,0,0.04885777831077576
sd_1_5,2517489722,1,0.8558511734008789
sd_1_5,410422753,0,0.04742587357759476
sd_1_5,410422753,1,0.9449946880340576
sd_1_5,4716376540,0,0.03514484688639641
sd_1_5,4716376540,1,0.7158214449882507
sd_1_5,2229108152,0,0.038178276270627975
sd_1_5,2229108152,1,0.9092645049095154
sd_1_5,4558580445,0,0.04401865229010582
sd_1_5,4558580445,1,0.19436782598495483
sd_1_5,4964794183,0,0.04535257816314697
sd_1_5,4964794183,1,0.2267836183309555
sd_1_5,2705101739,0,0.0443485826253891
sd_1_5,2705101739,1,0.6270381808280945
sd_1_5,4692725862,0,0.08570927381515503
sd_1_5,4692725862,1,0.42787477374076843
sd_1_5,4752721674,0,0.04569203406572342
sd_1_5,4752721674,1,0.750552773475647
sd_1_5,3516087269,0,0.049958523362874985
sd_1_5,3516087269,1,0.733738124370575
sd_1_5,4465093007,0,0.028007520362734795
sd_1_5,4465093007,1,0.5039061903953552
sd_1_5,3019667009,0,0.02615562081336975
sd_1_5,3019667009,1,0.9525741338729858
sd_1_5,4565084634,0,0.03138043358922005
sd_1_5,4565084634,1,0.7476159334182739
sd_1_5,4550700462,0,0.04501553252339363
sd_1_5,4550700462,1,0.7994422912597656
sd_1_5,3365783912,0,0.034618839621543884
sd_1_5,3365783912,1,0.5722447633743286
sd_1_5,3501457496,0,0.04023794084787369
sd_1_5,3501457496,1,0.25832599401474
sd_1_5,241109594,0,0.05033063143491745
sd_1_5,241109594,1,0.9005298018455505
sd_1_5,2123838998,0,0.05033063143491745
sd_1_5,2123838998,1,0.11556088179349899
sd_1_5,218225539,0,0.04054073989391327
sd_1_5,218225539,1,0.8940516710281372
sd_1_5,2608623292,0,0.2240554690361023
sd_1_5,2608623292,1,0.837619960308075
sd_1_5,5662260935,0,0.05707140266895294
sd_1_5,5662260935,1,0.41087445616722107
sd_1_5,3396251819,0,0.05921025201678276
sd_1_5,3396251819,1,0.9257686138153076
sd_1_5,7472814756,0,0.06656918674707413
sd_1_5,7472814756,1,0.07423136383295059
sd_1_5,227689211,0,0.03622005879878998
sd_1_5,227689211,1,0.8572908639907837
sd_1_5,2394003437,0,0.02909075655043125
sd_1_5,2394003437,1,0.6343168616294861
sd_1_5,4074473431,0,0.043365802615880966
sd_1_5,4074473431,1,0.34224170446395874
sd_1_5,370445133,0,0.0446808747947216
sd_1_5,370445133,1,0.8762113451957703
sd_1_5,5526795355,0,0.14463144540786743
sd_1_5,5526795355,1,0.9575962424278259
sd_1_5,2768972186,0,0.04958902671933174
sd_1_5,2768972186,1,0.6050992012023926
sd_1_5,16630920,0,0.05707140266895294
sd_1_5,16630920,1,0.9155072569847107
sd_1_5,3560081723,0,0.11476478725671768
sd_1_5,3560081723,1,0.8991213440895081
sd_1_5,2881378816,0,0.019870713353157043
sd_1_5,2881378816,1,0.666279673576355
sd_1_5,4695471709,0,0.04603390023112297
sd_1_5,4695471709,1,0.3750195801258087
sd_1_5,551315867,0,0.06097518280148506
sd_1_5,551315867,1,0.18184365332126617
sd_1_5,2657844508,0,0.05146276578307152
sd_1_5,2657844508,1,0.8116759657859802
sd_1_5,39024981,0,0.01428193412721157
sd_1_5,39024981,1,0.4330521523952484
sd_1_5,3114944484,0,0.024423090741038322
sd_1_5,3114944484,1,0.896975576877594
sd_1_5,4770473055,0,0.048496004194021225
sd_1_5,4770473055,1,0.917302668094635
sd_1_5,4764087782,0,0.043042849749326706
sd_1_5,4764087782,1,0.0753123089671135
sd_1_5,6693881913,0,0.032344330102205276
sd_1_5,6693881913,1,0.13072869181632996
sd_1_5,7235990180,0,0.0541987270116806
sd_1_5,7235990180,1,0.167763352394104
sd_1_5,6084817815,0,0.048136770725250244
sd_1_5,6084817815,1,0.9553191661834717
sd_1_5,2229177914,0,0.053799644112586975
sd_1_5,2229177914,1,0.8976953029632568
sd_1_5,2113996953,0,0.024798160418868065
sd_1_5,2113996953,1,0.5626571178436279
sd_1_5,4878415659,0,0.06008664518594742
sd_1_5,4878415659,1,0.6334102749824524
sd_1_5,2313598755,0,0.020023440942168236
sd_1_5,2313598755,1,0.9367494583129883
sd_1_5,3169276423,0,0.049958523362874985
sd_1_5,3169276423,1,0.917302668094635
sd_1_5,3805877081,0,0.06097518280148506
sd_1_5,3805877081,1,0.8610715270042419
sd_1_5,7784556300,0,0.08151975274085999
sd_1_5,7784556300,1,0.815232515335083
sd_1_5,1303727066,0,0.05623634159564972
sd_1_5,1303727066,1,0.8868131041526794
sd_1_5,3247052319,0,0.07585817575454712
sd_1_5,3247052319,1,0.29746994376182556
sd_1_5,2949337912,0,0.0427221953868866
sd_1_5,2949337912,1,0.859663724899292
sd_1_5,2324581814,0,0.02460992895066738
sd_1_5,2324581814,1,0.9429286122322083
sd_1_5,7046014201,0,0.03649376705288887
sd_1_5,7046014201,1,0.6413100361824036
sd_1_5,4494095559,0,0.053799644112586975
sd_1_5,4494095559,1,0.929951012134552
sd_1_5,3199895624,0,0.029986508190631866
sd_1_5,3199895624,1,0.9118099808692932
sd_1_5,3126753745,0,0.031143832951784134
sd_1_5,3126753745,1,0.9246877431869507
sd_1_5,269440642,0,0.0446808747947216
sd_1_5,269440642,1,0.6766199469566345
sd_1_5,3676788491,0,0.03649376705288887
sd_1_5,3676788491,1,0.5860491394996643
sd_1_5,5009047021,0,0.0541987270116806
sd_1_5,5009047021,1,0.7786493301391602
sd_1_5,3072074170,0,0.03993731737136841
sd_1_5,3072074170,1,0.8688268065452576
sd_1_5,2852982055,0,0.04501553252339363
sd_1_5,2852982055,1,0.5553447604179382
sd_1_5,460326010,0,0.0541987270116806
sd_1_5,460326010,1,0.9489172697067261
sd_1_5,3090398639,0,0.09203286468982697
sd_1_5,3090398639,1,0.9161096215248108
sd_1_5,3707283973,0,0.05108273774385452
sd_1_5,3707283973,1,0.3551037013530731
sd_1_5,4090827772,0,0.0443485826253891
sd_1_5,4090827772,1,0.9437636137008667
sd_1_5,5194023863,0,0.04885777831077576
sd_1_5,5194023863,1,0.8991213440895081
sd_1_5,116409198,0,0.04569203406572342
sd_1_5,116409198,1,0.6804540753364563
sd_1_5,81125088,0,0.05541279539465904
sd_1_5,81125088,1,0.8816148638725281
sd_1_5,3634400263,0,0.04569203406572342
sd_1_5,3634400263,1,0.888372004032135
sd_1_5,4893545292,0,0.053009770810604095
sd_1_5,4893545292,1,0.9623913168907166
sd_1_5,5171155099,0,0.049958523362874985
sd_1_5,5171155099,1,0.9334307909011841
sd_1_5,2725441885,0,0.04501553252339363
sd_1_5,2725441885,1,0.9339146018028259
sd_1_5,5062422406,0,0.034618839621543884
sd_1_5,5062422406,1,0.929951012134552
sd_1_5,4978901111,0,0.05665242671966553
sd_1_5,4978901111,1,0.6872103214263916
sd_1_5,2327240505,0,0.034618839621543884
sd_1_5,2327240505,1,0.2747403681278229
sd_1_5,280840823,0,0.02145073190331459
sd_1_5,280840823,1,0.3090237081050873
sd_1_5,491987177,0,0.05184547230601311
sd_1_5,491987177,1,0.77390056848526
sd_1_5,2889113059,0,0.038178276270627975
sd_1_5,2889113059,1,0.7134315967559814
sd_1_5,519228867,0,0.1127953976392746
sd_1_5,519228867,1,0.22337706387043
sd_1_5,4455065396,0,0.028870906680822372
sd_1_5,4455065396,1,0.9394705891609192
sd_1_5,2437392162,0,0.2267836183309555
sd_1_5,2437392162,1,0.9130582809448242
sd_1_5,7990849887,0,0.03384403511881828
sd_1_5,7990849887,1,0.3019792139530182
sd_1_5,4918525947,0,0.04958902671933174
sd_1_5,4918525947,1,0.9489172697067261
sd_1_5,2384401298,0,0.043042849749326706
sd_1_5,2384401298,1,0.11797802150249481
sd_1_5,451547131,0,0.030675798654556274
sd_1_5,451547131,1,0.438785195350647
sd_1_5,2174648405,0,0.15152934193611145
sd_1_5,2174648405,1,0.9381240010261536
sd_1_5,6828750292,0,0.025565212592482567
sd_1_5,6828750292,1,0.6817267537117004
sd_1_5,101262930,0,0.04778006672859192
sd_1_5,101262930,1,0.5598315596580505
sd_1_5,3183330562,0,0.04115288704633713
sd_1_5,3183330562,1,0.9437636137008667
sd_1_5,4459033855,0,0.05460060387849808
sd_1_5,4459033855,1,0.8848377466201782
sd_1_5,3297272270,0,0.04922211915254593
sd_1_5,3297272270,1,0.7752646803855896
sd_1_5,146019208,0,0.04146227240562439
sd_1_5,146019208,1,0.11240507662296295
sd_1_5,4511879942,0,0.05460060387849808
sd_1_5,4511879942,1,0.8688268065452576
sd_1_5,3422458549,0,0.15052762627601624
sd_1_5,3422458549,1,0.2372223287820816
sd_1_5,2543589122,0,0.08093671500682831
sd_1_5,2543589122,1,0.9032942056655884
sd_1_5,44619131,0,0.04054073989391327
sd_1_5,44619131,1,0.9569571614265442
sd_1_5,20702864,0,0.052618954330682755
sd_1_5,20702864,1,0.18126320838928223
sd_1_5,2971478694,0,0.11716748028993607
sd_1_5,2971478694,1,0.5906611680984497
sd_1_5,5220880759,0,0.048136770725250244
sd_1_5,5220880759,1,0.9053223133087158
sd_1_5,2549946671,0,0.03567855432629585
sd_1_5,2549946671,1,0.3326354920864105
sd_1_5,5896386113,0,0.055005282163619995
sd_1_5,5896386113,1,0.2986958920955658
sd_1_5,4917931600,0,0.03760863468050957
sd_1_5,4917931600,1,0.5490059852600098
sd_1_5,160566014,0,0.043042849749326706
sd_1_5,160566014,1,0.9367494583129883
sd_1_5,2997939824,0,0.04535257816314697
sd_1_5,2997939824,1,0.7457688450813293
sd_1_5,2646540383,0,0.06560482829809189
sd_1_5,2646540383,1,0.2778647243976593
sd_1_5,3553056438,0,0.03704717382788658
sd_1_5,3553056438,1,0.9124361872673035
sd_1_5,7081584189,0,0.0832919329404831
sd_1_5,7081584189,1,0.9522199034690857
sd_1_5,707941195,0,0.13706977665424347
sd_1_5,707941195,1,0.9606574773788452
sd_1_5,3120921482,0,0.04742587357759476
sd_1_5,3120921482,1,0.9412234425544739
sd_1_5,4715269800,0,0.043691057711839676
sd_1_5,4715269800,1,0.5509698390960693
sd_1_5,484280924,0,0.04115288704633713
sd_1_5,484280924,1,0.30985844135284424
sd_1_5,1554713437,0,0.04707418009638786
sd_1_5,1554713437,1,0.7799928784370422
sd_1_5,4689487867,0,0.03963884338736534
sd_1_5,4689487867,1,0.8509646654129028
sd_1_5,313385842,0,0.05070536211133003
sd_1_5,313385842,1,0.9304582476615906
sd_1_5,74635420,0,0.0427221953868866
sd_1_5,74635420,1,0.9099069833755493
sd_1_5,2638177115,0,0.04778006672859192
sd_1_5,2638177115,1,0.09842541813850403
sd_1_5,3218861747,0,0.04023794084787369
sd_1_5,3218861747,1,0.8098781704902649
sd_1_5,2842439618,0,0.0446808747947216
sd_1_5,2842439618,1,0.1139734610915184
sd_1_5,4830307454,0,0.05707140266895294
sd_1_5,4830307454,1,0.7333563566207886
sd_1_5,837919879,0,0.039048291742801666
sd_1_5,837919879,1,0.10230470448732376
sd_1_5,503357436,0,0.048136770725250244
sd_1_5,503357436,1,0.8925625681877136
sd_1_5,4549641134,0,0.05223085358738899
sd_1_5,4549641134,1,0.6261242032051086
sd_1_5,4145119743,0,0.02460992895066738
sd_1_5,4145119743,1,0.897335946559906
sd_1_5,455714074,0,0.02178117260336876
sd_1_5,455714074,1,0.24364244937896729
sd_1_5,6848277313,0,0.0541987270116806
sd_1_5,6848277313,1,0.961533784866333
sd_1_5,1329832826,0,0.04501553252339363
sd_1_5,1329832826,1,0.05921025201678276
sd_1_5,3667788497,0,0.07640768587589264
sd_1_5,3667788497,1,0.11162799596786499
sd_1_5,4851524954,0,0.048136770725250244
sd_1_5,4851524954,1,0.3396085798740387
sd_1_5,6066650935,0,0.12678517401218414
sd_1_5,6066650935,1,0.9536217451095581
sd_1_5,289639811,0,0.019419347867369652
sd_1_5,289639811,1,0.8397339582443237
sd_1_5,4791485167,0,0.05146276578307152
sd_1_5,4791485167,1,0.8633915781974792
sd_1_5,3738685861,0,0.03514484688639641
sd_1_5,3738685861,1,0.939024806022644
sd_1_5,1558753996,0,0.04401865229010582
sd_1_5,1558753996,1,0.9469902515411377
sd_1_5,4433634883,0,0.04054073989391327
sd_1_5,4433634883,1,0.30321577191352844
sd_1_5,516360813,0,0.053799644112586975
sd_1_5,516360813,1,0.7498207092285156
sd_1_5,4486484038,0,0.06097518280148506
sd_1_5,4486484038,1,0.3954843282699585
sd_1_5,3508522093,0,0.03760863468050957
sd_1_5,3508522093,1,0.9190633296966553
sd_1_5,151215569,0,0.02080448903143406
sd_1_5,151215569,1,0.6180891394615173
sd_1_5,2618322793,0,0.08269733935594559
sd_1_5,2618322793,1,0.9241418242454529
sd_1_5,4817804359,0,0.025371313095092773
sd_1_5,4817804359,1,0.8998277187347412
sd_1_5,2747436384,0,0.0446808747947216
sd_1_5,2747436384,1,0.814643383026123
sd_1_5,4812155149,0,0.048136770725250244
sd_1_5,4812155149,1,0.7981867790222168
sd_1_5,28041138,0,0.048496004194021225
sd_1_5,28041138,1,0.842863142490387
sd_1_5,3307667255,0,0.6601723432540894
sd_1_5,3307667255,1,0.6428809762001038
sd_1_5,2536957963,0,0.034100428223609924
sd_1_5,2536957963,1,0.32209935784339905
sd_1_5,430964917,0,0.029986508190631866
sd_1_5,430964917,1,0.4830387234687805
sd_1_5,2279432034,0,0.043042849749326706
sd_1_5,2279432034,1,0.9263036847114563
sd_1_5,4614358086,0,0.03760863468050957
sd_1_5,4614358086,1,0.6888871788978577
sd_1_5,3515451715,0,0.05108273774385452
sd_1_5,3515451715,1,0.2727987766265869
sd_1_5,4975536758,0,0.053799644112586975
sd_1_5,4975536758,1,0.9651191234588623
sd_1_5,3085590738,0,0.049958523362874985
sd_1_5,3085590738,1,0.7766229510307312
sd_1_5,7772052674,0,0.05146276578307152
sd_1_5,7772052674,1,0.8169911503791809
sd_1_5,6847401646,0,0.0541987270116806
sd_1_5,6847401646,1,0.6649755239486694
sd_1_5,3640870001,0,0.048496004194021225
sd_1_5,3640870001,1,0.6359010338783264
sd_1_5,2908493594,0,0.030908960849046707
sd_1_5,2908493594,1,0.3589146137237549
sd_1_5,45334151,0,0.043042849749326706
sd_1_5,45334151,1,0.8504685759544373
sd_1_5,135444196,0,0.0792103260755539
sd_1_5,135444196,1,0.685528576374054
sd_1_5,3700322513,0,0.04778006672859192
sd_1_5,3700322513,1,0.7275885343551636
sd_1_5,7746984692,0,0.048136770725250244
sd_1_5,7746984692,1,0.9066531658172607
sd_1_5,3727740053,0,0.04401865229010582
sd_1_5,3727740053,1,0.7613611221313477
sd_1_5,6160193920,0,0.1212688684463501
sd_1_5,6160193920,1,0.8864204287528992
sd_1_5,1196746186,0,0.0844927579164505
sd_1_5,1196746186,1,0.9059898257255554
sd_1_5,2654943319,0,0.038178276270627975
sd_1_5,2654943319,1,0.09739039838314056
sd_1_5,3815318559,0,0.06853749603033066
sd_1_5,3815318559,1,0.9246877431869507
sd_1_5,4935046155,0,0.042087726294994354
sd_1_5,4935046155,1,0.48453250527381897
sd_1_5,2527411111,0,0.014392335899174213
sd_1_5,2527411111,1,0.1475551873445511
sd_1_5,428979011,0,0.030675798654556274
sd_1_5,428979011,1,0.9207897186279297
sd_1_5,2255266906,0,0.04240383207798004
sd_1_5,2255266906,1,0.6808785796165466
sd_1_5,3559693175,0,0.049958523362874985
sd_1_5,3559693175,1,0.6381590962409973
sd_1_5,3320411267,0,0.053009770810604095
sd_1_5,3320411267,1,0.9196425676345825
sd_1_5,3475111806,0,0.03384403511881828
sd_1_5,3475111806,1,0.4430280029773712
sd_1_5,6952893010,0,0.07055959850549698
sd_1_5,6952893010,1,0.9329437017440796
sd_1_5,3595412126,0,0.043042849749326706
sd_1_5,3595412126,1,0.9196425676345825
sd_1_5,3599780784,0,0.05108273774385452
sd_1_5,3599780784,1,0.6356748938560486
sd_1_5,3024022266,0,0.07211220264434814
sd_1_5,3024022266,1,0.7322090864181519
sd_1_5,1444710198,0,0.049958523362874985
sd_1_5,1444710198,1,0.9178933501243591
sd_1_5,4936302238,0,0.08269733935594559
sd_1_5,4936302238,1,0.9500414729118347
sd_1_5,4287633714,0,0.04054073989391327
sd_1_5,4287633714,1,0.7943849563598633
sd_1_5,7616312438,0,0.03210070729255676
sd_1_5,7616312438,1,0.6295468807220459
sd_1_5,4480923732,0,0.08819004893302917
sd_1_5,4480923732,1,0.9224823713302612
sd_1_5,4890932738,0,0.05877656117081642
sd_1_5,4890932738,1,0.7523766160011292
sd_1_5,3996889070,0,0.06512755155563354
sd_1_5,3996889070,1,0.7969253659248352
sd_1_5,253924161,0,0.028652669861912727
sd_1_5,253924161,1,0.4327824115753174
sd_1_5,4838106858,0,0.0832919329404831
sd_1_5,4838106858,1,0.23440666496753693
sd_1_5,3329207492,0,0.049958523362874985
sd_1_5,3329207492,1,0.8104788661003113
sd_1_5,2058124718,0,0.04569203406572342
sd_1_5,2058124718,1,0.8848377466201782
sd_1_5,2532047708,0,0.053799644112586975
sd_1_5,2532047708,1,0.9005298018455505
sd_1_5,4690278994,0,0.06608537584543228
sd_1_5,4690278994,1,0.9339146018028259
sd_1_5,1806580620,0,0.06465348601341248
sd_1_5,1806580620,1,0.31869715452194214
sd_1_5,358355700,0,0.034358687698841095
sd_1_5,358355700,1,0.4474602937698364
sd_1_5,3449114979,0,0.03934250399470329
sd_1_5,3449114979,1,0.8955226540565491
sd_1_5,104285082,0,0.09138210862874985
sd_1_5,104285082,1,0.36161547899246216
sd_1_5,2763090857,0,0.05070536211133003
sd_1_5,2763090857,1,0.8955226540565491
sd_1_5,3168327945,0,0.03760863468050957
sd_1_5,3168327945,1,0.9257686138153076
sd_1_5,3455019076,0,0.04569203406572342
sd_1_5,3455019076,1,0.7498207092285156
sd_1_5,4676792744,0,0.04023794084787369
sd_1_5,4676792744,1,0.7329742908477783
sd_1_5,2589156742,0,0.030908960849046707
sd_1_5,2589156742,1,0.9473810195922852
sd_1_5,530170010,0,0.037326883524656296
sd_1_5,530170010,1,0.9429286122322083
sd_1_5,3373544964,0,0.03993731737136841
sd_1_5,3373544964,1,0.9149009585380554
sd_1_5,4821810079,0,0.0446808747947216
sd_1_5,4821810079,1,0.20817893743515015
sd_1_5,2293149170,0,0.03185885772109032
sd_1_5,2293149170,1,0.966156005859375
sd_1_5,4368362518,0,0.09807932376861572
sd_1_5,4368362518,1,0.6684475541114807
sd_1_5,4925573161,0,0.04569203406572342
sd_1_5,4925573161,1,0.9518632292747498
sd_1_5,2834103050,0,0.0443485826253891
sd_1_5,2834103050,1,0.10521053522825241
sd_1_5,2923086298,0,0.05146276578307152
sd_1_5,2923086298,1,0.6372565627098083
sd_1_5,2468906010,0,0.05108273774385452
sd_1_5,2468906010,1,0.7819972634315491
sd_1_5,160541986,0,0.02822098508477211
sd_1_5,160541986,1,0.9019206762313843
sd_1_5,2404959574,0,0.03934250399470329
sd_1_5,2404959574,1,0.8128673434257507
sd_1_5,3494151850,0,0.8844391107559204
sd_1_5,3494151850,1,0.2546016275882721
sd_1_5,2537002791,0,0.06325051933526993
sd_1_5,2537002791,1,0.3508661091327667
sd_1_5,3354474353,0,0.053009770810604095
sd_1_5,3354474353,1,0.8906751871109009
sd_1_5,517942470,0,0.031618766486644745
sd_1_5,517942470,1,0.70537930727005
sd_1_5,3461041826,0,0.048496004194021225
sd_1_5,3461041826,1,0.8791467547416687
sd_1_5,2763601657,0,0.02779562398791313
sd_1_5,2763601657,1,0.9230391979217529
sd_1_5,6314475602,0,0.10158944129943848
sd_1_5,6314475602,1,0.685528576374054
sd_1_5,2249682069,0,0.0384661927819252
sd_1_5,2249682069,1,0.8701565861701965
sd_1_5,4694894610,0,0.037326883524656296
sd_1_5,4694894610,1,0.0427221953868866
sd_1_5,3771613841,0,0.042087726294994354
sd_1_5,3771613841,1,0.09877259284257889
sd_1_5,4791513183,0,0.05070536211133003
sd_1_5,4791513183,1,0.07159119844436646
sd_1_5,498404951,0,0.09842541813850403
sd_1_5,498404951,1,0.5600120425224304
sd_1_5,3799708677,0,0.22202469408512115
sd_1_5,3799708677,1,0.8879840970039368
sd_1_5,4973611817,0,0.025760561227798462
sd_1_5,4973611817,1,0.13706977665424347
sd_1_5,3027397797,0,0.04115288704633713
sd_1_5,3027397797,1,0.9235923886299133
